title, author, rating, format
Script Writing: Step-by-Step | 3 Manuscripts in 1 Book | Essential Movie Script Writing TV Script Writing and Screenwriting Tricks Any Writer Can Learn (Writing Best Seller 16),Sandy Marsh,,Kindle Edition
The Streets Have No King,JaQuavis Coleman,4.7,Paperback
Hoodlum: A Novel,K'wan,4.5,Paperback
The Moonlit Garden,Corina Bomann and ,4.2,Paperback
Masterbuilt Smoker Cookbook: The Best Electric Smoker Recipes and Techniques for Easy and Delicious BBQ (Electric Smoker Recipes Smoking Meat Cookbook The Best BBQ Recipes),Adele Baker,5,Paperback
The Hamilton Affair: A Novel,Elizabeth Cobbs,4.5,Paperback
Gilchrist: A Novel,Christian Galacar,4.5,Kindle Edition
Outback Creed: Bribery Corruption Murder from the author of Brazen Violations,Jonathan Macpherson,4.7,Kindle Edition
Scarlet Bay: An Aubrey Casket Cozy Mystery (The Red Hair-ing Series Book 1),Keira Stone,,Kindle Edition
Masterpieces: The Best Science Fiction of the 20th Century,Orson Scott Card,4.2,Paperback
You'll Never Eat Lunch in This Town Again,Julia Phillips,,Paperback
Extinction,Joseph Massucci,4,Kindle Edition
Fade to Black,Karl Bakke,4.6,Kindle Edition
My Last Love Story: A Novel,Falguni Kothari,4.3,Paperback
The No.1 Best Seller: A Unique Insight into the Mind Strategy and Processes of a Top Salesman,Lee Bartlett,4.9,Paperback
Agent in Place (Gray Man),Mark Greaney,4.7,Hardcover
How to Talk to People: The Right Way - The Only 7 Steps You Need to Master Conversation Skills Effective Communication and Conversation Tactics Today (Social Skills Best Seller) (Volume 3),Dean Mack,4.6,Paperback
Colorful Creations Positively Inspired Coloring Book: Coloring Book Pages Designed to Inspire Creativity! (Design Originals) 32 Uplifting Designs from Jess Volinski the Artist of Notebook Doodles,Jess Volinski,4.7,Paperback
What Would Happen?: Serious Answers to Silly Questions (National Geographic Kids),Crispin Boyer,,Paperback
Sex Tape: A Sid Volke Detective Mystery Book One,Shane Simmons,5,Kindle Edition
The Charlotte Anthony Mysteries Box Set. Books 1-4,Meg Wolfe,,Kindle Edition
After You Left,Carol Mason,4.1,Paperback
Thirteen Reasons Why,Jay Asher,4.4,Paperback
Best Seller,Susan May,4.6,Paperback
Gunfire on the Ranch (Blue River Ranch),Delores Fossen,4.8,Mass Market Paperback
Surviving the Mob: A Street Soldier's Life Inside the Gambino Crime Family,Dennis N. Griffin and ,4.2,Paperback
Best Friends Forever,Margot Hunt,4.5,Hardcover
The Angel: Act I (An Isabella Rose Thriller Book 1),Mark Dawson,4,Kindle Edition
Crossing the Animas (Steve Dancy Tales Book 6),James D. Best,4.6,Kindle Edition
You Can't Ruin My Day: 52 Wake-Up Calls to Turn Any Situation Around,Allen Klein and ,4.8,Paperback
Where on Earth?,DK,4.8,Hardcover
Debt Inheritance (Indebted Book 1),Pepper Winters,3.8,Kindle Edition
The Case of the Missing Call Girl: A Callie Ryden Mystery (Callie Ryden Mysteries Book 1),L. B. Love,,Kindle Edition
Shallow Graves: The Hunt for the New Bedford Highway Serial Killer,Maureen Boyle,4.6,Paperback
The First World War: A Brief History with Documents (The Bedford Series in History and Culture),Susan R. Grayzel,4.6,Paperback
Best Kind of Broken (Finding Fate),Chelsea Fine,4.5,Paperback
The Seven Money Types: Discover How God Wired You To Handle Money,Tommy Brown,4.7,Paperback
Mad Glad or Sad God Is For Me (Best of Li’l Buddies),Mikal Keefer and ,4.8,Board book
The Wild Bunch (MAX),Jan Gangsei,5,Paperback
Loreticus: A Spy Thriller and Historical Intrigue Based On Real Events (Lost Emperor Trilogy Book 1),J.B. Lucas,4,Kindle Edition
Walk the Sky,Robert Swartwood and ,4,Kindle Edition
Jasmine Becket-Griffith Coloring Book: A Fantasy Art Adventure,Jasmine Becket-Griffith,4.9,Paperback
3X Weight Loss: How To Lose Weight 3X Faster And Keep It Off For Good Without Starving Cravings Or Willpower,Laura Sales,4.7,Paperback
The Finer Things: Timeless Furniture Textiles and Details,Christiane Lemieux and ,4.3,Hardcover
Grand Central: How a Train Station Transformed America,Sam Roberts and ,4.6,Paperback
Reach: 40 Black Men Speak on Living Leading and Succeeding,Ben Jealous and ,4.8,Paperback
Frozen Stiff (A Chase Adams FBI Thriller Book 1),Patrick Logan,4.5,Kindle Edition
Where the Dead Walk: A Supernatural Suspense Thriller,John Bowen,4.4,Kindle Edition
The Whistler,John Grisham,4.2,Hardcover
An Innocent Client: Joe Dillard #1,Scott Pratt,4.5,Paperback
The People vs. Alex Cross,James Patterson,4.7,Hardcover
Adult Coloring Books: Mandala Coloring Books for Adults Relaxation (adult coloring books adult coloring books mandala mandala coloring books for ... adult coloring books best sellers) (Volume 1),Alan Barker,3.5,Paperback
Judy Moody's Best Mood Ever Coloring and Activity Book,Megan McDonald and ,4.7,Paperback
Going Home: A Novel of the Civil War,James D. Shipman,4.3,Paperback
The Dog Under The Bed,DJ Cowdall,5,Kindle Edition
Mr Scarletti's Ghost (Mina Scarletti Mystery Book 1),Linda Stratmann,2.9,Kindle Edition
The Instant Pot® Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.1,Paperback
How to Instant Pot: Mastering All the Functions of the One Pot That Will Change the Way You Cook,Daniel Shumski,4.5,Paperback
Creative Haven Creative Kittens Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,Paperback
But I Don't Eat Ants,Dan Marvin and ,4.6,Hardcover
Zendoodle Coloring Presents Fairies in Dreamland: An Artist's Coloring Book,Denyse Klette,4.9,Paperback
From Head to Toe God Made Me (Best of Li’l Buddies),Mikal Keefer and ,5,Board book
Ahab's Daughter (The Werewhale Saga Book 1),Ron Vitale,4.8,Kindle Edition
The Gretel Series: Books 1-3 (Gretel Series Boxed set) (A gripping psychological and horror thriller with shocking twists and turns),Christopher Coleman,,Kindle Edition
Taste of Home Most Requested Recipes: 633 Top-Rated Recipes Our Readers Love!,Editors of Taste of Home,4.4,Spiral-bound
The Sneaky Snacky Squirrel,Educational Insights and ,4.8,Board book
House of Shadows: An Enthralling Historical Mystery,Nicola Cornick,4.4,Paperback
The Stranger She Loved: Dr. Martin MacNeill His Beautiful Wife and an Almost Perfect Murder,Shanna Hogan,4.7,Mass Market Paperback
Spilled Milk: Based on a true story,K.L Randis,4.7,Paperback
Two Tocks before Midnight: A 19th Century Historical Murder Mystery (The Agora Mystery Series),Clay Boutwell,4.4,Kindle Edition
Shift: Creating Better Tomorrows: Winning at Work and in Life,Michael O'Brien,5,Hardcover
Girl Lost (Tyler Series Book 1),Michelle Files and ,3.7,Kindle Edition
Murder at Stake (Old School Diner Cozy Mysteries Book 1),Constance Barker,4.3,Kindle Edition
Let Trump Be Trump: The Inside Story of His Rise to the Presidency,Corey R. Lewandowski and ,4.6,Hardcover
Diabetic Cookbook: Healthy Meal Plans For Type 1 & Type 2 Diabetes Cookbook Easy Healthy Recipes Diet With Fast Weight Loss: Diabetes Diet Book Plan ... diabetic cookbook for dummies diabetic book),Charlie Mason,5,Paperback
A Song of Home: A Novel of the Swing Era (Pearl Spence Novels),Susie Finkbeiner,4.9,Paperback
Color & Frame Coloring Book - In the Garden,Editors of Publications International Ltd. and ,4.2,Spiral-bound
The Owner (Albert Pabek Thriller Book 1),Shane Simpson,4.2,Kindle Edition
Twist of Fate: A contemporary psychological thriller where romance meets suspense,Ellie Masters,4.6,Kindle Edition
Mastermind: Over 100 Games Tests and Puzzles to Unleash Your Inner Genius (National Geographic Kids),Stephanie Warren Drimmer and ,4.7,Paperback
Brave Beauty: Finding the Fearless You (Faithgirlz),Lynn Cowell,4.8,Hardcover
The High-Protein Vegetarian Cookbook: Hearty Dishes that Even Carnivores Will Love,Katie Parker and ,4.4,Hardcover
Creepy Monsters Sleepy Monsters,Jane Yolen and ,4.6,Paperback
The Secret Sense of Wildflower - Southern Historical Fiction Best Book of 2012,Susan Gabriel,4.4,Paperback
Marked by a Vampire (The Hybrid Coven Book 1),Angela Sanders,4.8,Kindle Edition
With Angel's Wings,Stephanie A. Collins and ,4.5,Kindle Edition
Soul to Soul: Poems Prayers and Stories to End a Yoga Class,John Mundahl,4.5,Paperback
If There's No Tomorrow,Jennifer L. Armentrout,4.6,Hardcover
Target Patton: The Plot to Assassinate General George S. Patton (World War II Collection),Robert K. Wilcox,4.5,Paperback
Mystery of the Magi: The Quest to Identify the Three Wise Men,Dwight Longenecker,4.3,Hardcover
The Laura Lea Balanced Cookbook: 120+ Everyday Recipes for the Healthy Home Cook,Laura Lea Goldberg and ,5,Hardcover
Maggie Austin Cake: Artistry and Technique,Maggie Austin,4.7,Hardcover
The Strategist (Grisham/Sullivan Book 1),John Hardy Bell,4.3,Kindle Edition
Death Of A Rainbow Nymph (A Brimstone Witch Mystery Book 8),April Fernsby,4.5,Kindle Edition
Eat What You Love Diabetic Cookbook: Comforting Balanced Meals,Lori Zanini RD CDE and ,4.4,Paperback
Ten Magic Butterflies,Danica McKellar and ,4.8,Hardcover
Beautiful: All-American Decorating and Timeless Style,Mark D. Sikes and ,4.7,Hardcover
The 100 Best Celebrity Photos,The Editors of PEOPLE,4.3,Hardcover
Wilder Boys,Brandon Wallace,4.9,Paperback
Miss Wrong and Mr Right: A laugh-out-loud romantic comedy that will have you hooked!,Robert Bryndza,4.3,Paperback
A Fitting Revenge,CA SOLE,4.5,Kindle Edition
Illegal,Joey Shonka,4.9,Kindle Edition
A Hood Legend: Triple Crown Collection,Victor L. Martin,4.3,Mass Market Paperback
Baking: 1001 Best Baking Recipes of All Time (Baking Cookbooks Baking Recipes Baking Books Baking Bible Baking Basics Desserts Bread Cakes Chocolate Cookies Muffin Pastry and More),Emma Katie,4.2,Paperback
Casting the First Stone,Kimberla Lawson Roby,,Paperback
Sisters First: Stories from Our Wild and Wonderful Life,Jenna Bush Hager and ,4.7,Hardcover
Photography: The Definitive Visual History,Tom Ang,4.8,Hardcover
The Best Pressure Cooker Recipes on the Planet: 200 Triple-Tested Family-Approved Fast & Easy Recipes,Debra Murray,4.2,Paperback
The Secret of the Other Mother: A Charlotte Reade Mystery (Charlotte Reade Mysteries Book 1),Laura Cayouette,4.5,Kindle Edition
Apparition Lake,Daniel D. Lamoreux and ,4.4,Kindle Edition
Long Shadows (Lycanthropy Files Book 2),Cecilia Dominic and ,4.7,Kindle Edition
M.A.D.E. Chronicles: The Ghost Indwelling,M. Nova,4.8,Kindle Edition
Air Fryer Cookbook: Best 100+ Healthy Delicious and Easy Recipes for Your Family,Jolene Daisy,4.4,Paperback
Two Kinds of Truth (A Harry Bosch Novel),Michael Connelly,4.7,Hardcover
300 Clean Jokes for Kids: Best One-Liners and Funny Short Stories Collection,Donald Shaw,3.9,Paperback
Vegetables on Fire: 50 Vegetable-Centered Meals from the Grill,Brooke Lewy,4.2,Hardcover
Godey's Fashions Coloring Book (Dover Fashion Coloring Book),Ming-Ju Sun,4.5,Paperback
Her Best Friend: A gripping psychological thriller,Sarah Wray,3.9,Paperback
Noble Man (Jake Noble Series Book 1),William Miller,4.4,Kindle Edition
The Bible Seller: A Navajo Nation Mystery (Navajo Nation Mysteries Book 7),R. Allen Chappell,4.5,Kindle Edition
MEIN KAMPF - ADOLF HITLER,ADOLF HITLER and ,,Kindle Edition
The River,John McGauley,3.8,Kindle Edition
"The Second Best Time (""Charlie Series"" Book 3)",Lisa April Smith,4.5,Kindle Edition
Fractured Not Broken: a Memoir,Michelle Weidenbenner and ,4.9,Kindle Edition
From Sand and Ash,Amy Harmon,4.7,Paperback
No-Prep Slow Cooker: Easy Few-Ingredient Meals Without the Browning Sauteing or Pre-Baking,Chrissy Taylor,4.8,Paperback
Falling for Gracie: A Romance Novel (Hqn),Susan Mallery,4.5,Mass Market Paperback
The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama and ,4.8,Hardcover
You're a Leader Charlie Brown,Charles Schulz,4.8,Hardcover
All the World (Classic Board Books),Liz Garton Scanlon and ,4.9,Board book
Athora: A Mystery Romance set on the Greek Islands,Kostas Krommydas,5,Kindle Edition
The Wreight Relationship: Love at First Sight Book 2,Kimberly Smith,,Kindle Edition
The Thank You Book (An Elephant and Piggie Book),Mo Willems,4.8,Hardcover
Maisy's Birthday Party Sticker Book,Lucy Cousins,4.5,Paperback
Air Fryer Cookbook: The Best Quick Air Fryer Recipes for the Healthiest and most delicious meals. (Perfect for new users) (Air Fryer Cookbook Air ... Recipes Book air fryer recipes cookbook),Becci Bobson,4.6,Paperback
The Darkest Night: Two Sisters a Brutal Murder and the Loss of Innocence in a Small Town,Ron Franscell,4.3,Mass Market Paperback
The Easy Homemade Cookie Cookbook: Simple Recipes for the Best Chocolate Chip Cookies Brownies Christmas Treats and Other American Favorites,Miranda Couse,4.6,Paperback
A Deadly Trade: A gripping espionage thriller (Josh Thane Thriller Book 1),E. V. Seymour,4.6,Paperback
Shadows in the Garden Hotel (The Invisible Entente Book 3),Krista Walsh,5,Kindle Edition
Workin' Our Way Home: The Incredible True Story of a Homeless Ex-Con and a Grieving Millionaire Thrown Together to Save Each Other,Ron Hall,5,Paperback
Falling into Her,Erin Zak,4.2,Paperback
Bramble and Maggie Give and Take (Candlewick Sparks),Jessie Haas and ,,Paperback
Learning to Love Yourself: Finding Your Self-Worth,Sharon Wegscheider-Cruse,4.1,Paperback
Oli/Ollie bilingual board book (Gossie & Friends) (Spanish and English Edition),Olivier Dunrea,5,Board book
Behind the Lie: A nail-biting psychological suspense for 2018,Amanda James,,Kindle Edition
The Beauty of Horror 2: Ghouliana's Creepatorium: Another GOREgeous Coloring Book,Alan Robert,4.8,Paperback
Retrograde,Kat Hausler,4.5,Paperback
The Feedback Loop: (Book One) (Cyberpunk LitRPG Series),Harmon Cooper and ,4.5,Kindle Edition
Big Little Lies (Movie Tie-In),Liane Moriarty,4.5,Paperback
Starving In Search of Me: A Coming-of-Age Story of Overcoming An Eating Disorder and Finding Self-Acceptance,Marissa LaRocca,5,Paperback
The 4-Ingredient Diabetes Cookbook: Simple Quick and Delicious Recipes Using Just Four Ingredients or Less!,Nancy S. Hughes,4.2,Paperback
Cimarron Rose (A Holland Family Novel),James Lee Burke,4.4,Mass Market Paperback
The Banks Sisters,Nikki Turner,3.9,Mass Market Paperback
A KILLER IS CALLING.: A Detective Chief Superintendent Palmer and the Serial Murder Squad Case.,B.L. Faulkner,,Kindle Edition
355: The Women of Washington's Spy Ring (Women Spies Book 1),Kit Sergeant,4.8,Kindle Edition
The Teen Girl's Survival Guide: Ten Tips for Making Friends Avoiding Drama and Coping with Social Stress (The Instant Help Solutions Series),Lucie Hemmen PhD,4.4,Paperback
Touch the Earth (A Julian Lennon White Feather Flier Adventure),Julian Lennon and ,4.6,Hardcover
Watchers,Dean Koontz,4.8,Kindle Edition
Holy Bible - Best God Damned Version - Genesis: For atheists agnostics and fans of religious stupidity (Volume 1),Steve Ebling and ,4.1,Paperback
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,Board book
A Warrior's Faith: Navy SEAL Ryan Job a Life-Changing Firefight and the Belief That Transformed His Life,Robert Vera,4.8,Hardcover
IMMORTAL FEAR: A Medical Thriller (A Dr. Powers Mystery),H.S. Clark,4.3,Kindle Edition
You're Here for a Reason (Nancy Tillman Collection),Nancy Tillman,4.9,Board book
Contamination Boxed Set (Books 0-3 in the series),T.W. Piperbrook,,Kindle Edition
The Secret Language of Angels: What Every Christian Should Know About God's Holy Messengers,Kathy Mursch and ,4.8,Paperback
The 100 Best African American Poems,Nikki Giovanni,4.9,Hardcover
Still Me: A Novel,Jojo Moyes,4.7,Hardcover
La isla de las tormentas / Eye of the Needle (Best Seller) (Spanish Edition),Ken Follett,4.5,Mass Market Paperback
Scavengers from the Sea: A Historical Thriller Novel (Legend of the English Book 1),Rob Mackintosh,5,Kindle Edition
Birdcall Morning,Mark J Asher,4.4,Kindle Edition
Ultimate Appetizer Ideabook: 225 Simple All-Occasion Recipes,Kiera Stipovich and ,4.4,Hardcover
The Billy Sure Kid Entrepreneur Collection: Billy Sure Kid Entrepreneur; Billy Sure Kid Entrepreneur and the Stink Spectacular; Billy Sure Kid ... Billy Sure Kid Entrepreneur and the Best Test,Luke Sharpe and ,5,Paperback
Mission One,Samuel Best,4.4,Paperback
The House on Persimmon Road,Jackie Weger,4.3,Kindle Edition
Anamnesis (Ages of Claya Book 1),Whitney H. Murphy,5,Kindle Edition
Best Dressed: 50 Recipes Endless Salad Inspiration,Dawn Yanagihara and ,4.7,Hardcover
Always (Emma Dodd's Love You Books),Emma Dodd,,Hardcover
The Missing and the Dead (Logan McRae Book 9),Stuart MacBride,4.3,Paperback
Miracles at Work: Turning Inner Guidance into Outer Influence,Emily Bennington and ,4.8,Paperback
Breaking The Habit of Being Yourself: How to Lose Your Mind and Create a New One,Dr. Joe Dispenza,4.7,Paperback
Oddity,Sarah Cannon,4.9,Hardcover
Left Standing: The Miraculous Story of How Mason Wells's Faith Survived the Boston Paris and Brussels Terror Attacks,Mason Wells and ,4.2,Paperback
The Awakening (The Awakening Series Book 1),Lisa M. Lilly,4,Kindle Edition
Vegetarian Cookbook for Beginners: The Essential Vegetarian Cookbook to Get Started,Rockridge Press,4.3,Paperback
My Encyclopedia of Very Important Things,DK,4.7,Hardcover
Adult Coloring Book Best Sellers: Stress Relief Coloring Book for Adults: Garden Flowers Mandalas Animals and Geometric Designs,Adult Coloring Book World,4.6,Paperback
TIME JUMPER: MINDBLOWING FANTASY THRILLER! - A.C. Crispin New York Times bestseller,MATTHEW BAYAN,5,Paperback
The Best-Ever Fish & Shellfish Cookbook: 320 Classic Seafood Recipes From Around The World Shown Step By Step In 1500 Photographs,Kate Whiteman,5,Paperback
Lonely Planet's Ultimate Travel: Our List of the 500 Best Places to See... Ranked,Lonely Planet,4.6,Hardcover
Liz Lucas Cozy Mystery Super Series,Dianne Harman,,Kindle Edition
She Said It Best: Dolly Parton: Wit & Wisdom to Color & Display,Kimma Parish,4.5,Paperback
Diary Of A Street Diva,Ashley & JaQuavis,,Mass Market Paperback
Little Squire: The Jumping Pony (True Horse Stories),Judy Andrekson and ,4.5,Paperback
The Alice Network: A Novel,Kate Quinn,4.7,Paperback
Achieve Anything in Just One Year: Be Inspired Daily to Live Your Dreams and Accomplish Your Goals,Jason Harvey,4.3,Paperback
